Animal ID,Type,Animal Name,Breed,Outgoing Date,Outgoing Status,Source,Source Date,Passed for Rehoming,Date Spay/Neutered,Days In Care,Surrender Reason,Primary Euthanasia Reason,
100356,Dog,Donny,Medium Mix Breed,09/08/2017,Adopted,Returns,09/01/2017,Yes,01/20/2017,7,No time for animal,,
109936,Dog,Peyton,Labrador,09/08/2017,Reclaimed,Stray,09/08/2017,,,0,,,
109337,Puppy,,Pit Bull,09/08/2017,Reclaimed,ACO Impound,09/07/2017,,,1,,,
109181,Puppy,Duke,Large Mix Breed,09/08/2017,Adopted,Owner Surrender,09/03/2017,,09/05/2017,5,Moving - No pets allowed,,
104934,Puppy,Bruno - Needs Pulled By 11/14,Large Mix Breed,09/08/2017,Adopted,Returns,09/01/2017,,05/22/2017,7,Destructive tendencies - chews/claws,,
109023,Puppy,Dexter,Large Mix Breed,09/08/2017,Adopted,Stray,08/29/2017,,09/05/2017,10,,,
109360,Dog,Nala,Pit Bull,09/08/2017,Reclaimed,ACO Impound,09/07/2017,,,1,,,
107685,Dog,Cosmo,"Schnauzer, Miniature",09/08/2017,Reclaimed,Stray,09/06/2017,,,2,,,
109387,Dog,Hannah,Medium Mix Breed,09/08/2017,Reclaimed,ACO Impound,09/08/2017,,,0,,,
109388,Dog,Keller,Medium Mix Breed,09/08/2017,Reclaimed,ACO Impound,09/08/2017,,,0,,,
108959,Dog,Marty,Poodle Miniature,09/08/2017,Adopted,Stray,08/28/2017,Yes,,11,,,
108576,Dog,Meme,Small Mix Breed,09/08/2017,Adopted,ACO Impound,08/18/2017,Behaviour,09/06/2017,21,,,
108416,Dog,Gage,Pit Bull,09/08/2017,Euthanized,Returns,09/08/2017,,08/21/2017,0,,History of biting-6,
109208,Dog,Sammie,Corgie,09/08/2017,Euthanized,ACO Impound,09/03/2017,,,5,Advanced Age,Untreatable Terminal Illness-5,
109237,Dog,Bruce,Pit Bull,09/08/2017,Euthanized,ACO Impound,09/05/2017,,,3,,Aggressive towards people-6,
109395,Dog,Junior,Medium Mix Breed,09/08/2017,Euthanized,Euthanasia Request,09/08/2017,,,0,,Owner request -1,
109396,Dog,Capone,Large Mix Breed,09/09/2017,Euthanized,Euthanasia Request,09/08/2017,,,1,,Untreatable Terminal Injury-5,
90399,Dog,Lestat,Pit Bull,09/09/2017,Seized Release,ACO Impound,09/09/2017,,,0,,,
109151,Dog,Luke,German Wirehaired Pointer,09/09/2017,Adopted,Owner Surrender,09/02/2017,Yes,09/08/2017,7,,Rabies Testing-8,
108663,Dog,Edward,Large Mix Breed,09/09/2017,Adopted,ACO Impound,08/21/2017,Yes,08/28/2017,19,,,
108848,Dog,Mack,Pit Bull,09/09/2017,Adopted,ACO Impound,08/25/2017,Yes,08/30/2017,15,,,
109148,Puppy,Hadley,Medium Mix Breed,09/09/2017,Adopted,ACO Impound,09/01/2017,,09/06/2017,8,,,
109172,Dog,Tanner,Small Terrier Mix,09/09/2017,Adopted,Stray,09/02/2017,Yes,09/08/2017,7,,,
109133,Dog,Belle,German Shepherd,09/09/2017,Adopted,Owner Surrender,09/01/2017,Yes,09/08/2017,8,Destructive tendencies - chews/claws,,
108599,Dog,Meatball,Large Mix Breed,09/09/2017,Adopted,Owner Surrender,08/19/2017,,08/25/2017,21,No time for animal,,
109173,Dog,Marin,Pit Bull,09/09/2017,Adopted,ACO Impound,09/02/2017,Yes,09/08/2017,7,,,
109150,Dog,Schroeder,Schnauzer,09/09/2017,Adopted,ACO Impound,09/02/2017,Yes,09/08/2017,7,,,
109398,Puppy,Sophie,Havanese,09/09/2017,Reclaimed,Stray,09/09/2017,,,0,,,
109399,Puppy,Bella,Yorkshire Terrier,09/09/2017,Reclaimed,Stray,09/09/2017,,,0,,,
109102,Dog,Meredith,Pit Bull,09/09/2017,Adopted,Stray,08/31/2017,Yes,09/06/2017,9,,,
108723,Dog,Dezi,Siberian Husky,09/09/2017,Adopted,ACO Impound,08/22/2017,Yes,08/28/2017,18,,,
108948,Dog,Theodore,Small Terrier Mix,09/09/2017,Adopted,Returns,09/07/2017,Yes,,2,,,
109167,Dog,Nox,Large Mix Breed,09/09/2017,Adopted,ACO Impound,09/02/2017,Yes,09/08/2017,7,,,
109179,Dog,Vegas,Boxer,09/09/2017,Adopted,Owner Surrender,09/03/2017,Yes,,6,Moving - No pets allowed,,
109124,Dog,Toby,Chihuahua,09/09/2017,Adopted,Owner Surrender,09/01/2017,Yes,09/06/2017,8,"FINANCIAL -- Cannot afford (food,",,
109011,Dog,Teddy,Pit Bull,09/09/2017,Adopted,Stray,08/29/2017,Yes,09/05/2017,11,,,
109410,Dog,,Small Mix Breed,09/09/2017,Seized Release,ACO Impound,09/09/2017,,,0,,,
109408,Dog,Ollie,Medium Mix Breed,09/09/2017,Seized Release,ACO Impound,09/09/2017,,,0,,,
109164,Dog,Arthur,Jack Russell Terrier,09/09/2017,Adopted,ACO Impound,09/02/2017,Yes,09/08/2017,7,,History of biting-6,
106519,Dog,Tiki,Smithfield Cattle Dog,09/09/2017,Seized Release,ACO Impound,09/09/2017,,,0,,,
108980,Dog,Brandon,Large Mix Breed,09/09/2017,Adopted,ACO Impound,08/28/2017,Yes,09/05/2017,12,,,
108989,Dog,Punkin,Pit Bull,09/09/2017,Adopted,ACO Impound,08/28/2017,Yes,09/05/2017,12,,,
108993,Puppy,Kenneth,Pit Bull,09/09/2017,Adopted,ACO Impound,08/29/2017,,09/05/2017,11,,,
109397,Dog,Diesel,Pit Bull,09/09/2017,Reclaimed,ACO Impound,09/09/2017,,,0,,,
105524,Dog,Hennessey,Pit Bull,09/09/2017,Adopted,Owner Surrender,09/02/2017,Yes,09/08/2017,7,Too hyperactive,,
109159,Dog,Travis - Rescue Committed,Large Mix Breed,09/09/2017,Adopted,Owner Surrender,09/02/2017,Rescue,09/08/2017,7,Other Reason,,
109187,Dog,Mowgli,Medium Mix Breed,09/09/2017,Adopted,ACO Impound,09/03/2017,Yes,09/08/2017,6,,,
109141,Puppy,Billy,Large Mix Breed,09/09/2017,Adopted,Stray,09/01/2017,,09/06/2017,8,,,
109400,Puppy,Urgent- Parvo Positive- Rescue,Medium Mix Breed,09/09/2017,Transfer Out,ACO Impound,09/09/2017,,,0,,,
109171,Dog,Talley,Boxer,09/09/2017,Adopted,Owner Surrender,09/02/2017,Yes,,7,Divorce/Separation,,
109149,Dog,Loomis,Small Terrier Mix,09/09/2017,Transfer Out,ACO Impound,09/01/2017,Yes,09/08/2017,8,,,
109165,Puppy,Xanadu,Medium Mix Breed,09/09/2017,Adopted,Stray,09/02/2017,Yes,09/08/2017,7,,,
93676,Dog,Bruno,Pit Bull,09/09/2017,Adopted,ACO Impound,09/04/2017,Yes,07/12/2016,5,,,
104338,Dog,Thor- Rescue Committed,Pit Bull,09/09/2017,Adopted,Stray,04/29/2017,Yes,05/03/2017,133,,,
109323,Dog,Levi,Small Mix Breed,09/09/2017,Reclaimed,ACO Impound,09/06/2017,,,3,,,
80292,Dog,Maggie,Pit Bull,09/09/2017,Euthanized,ACO Impound,09/03/2017,No,07/31/2015,6,,Aggressive towards animals-6,
109223,Dog,Behave Check.,Pit Bull,09/09/2017,Euthanized,Stray,09/04/2017,,,5,,Aggressive towards people-6,
109217,Dog,,Pit Bull,09/09/2017,Euthanized,ACO Impound,09/06/2017,,,3,,Rabies Testing-8,
109415,Dog,Skip,German Shepherd,09/09/2017,Euthanized,Euthanasia Request,09/09/2017,,,0,,Owner request -1,
90379,Dog,Fresh Prince,Yorkshire Terrier,09/09/2017,Seized Release,Stray,09/09/2017,,,0,,,
109418,Dog,Bruno,Newfoundland,09/10/2017,Seized Release,ACO Impound,09/09/2017,,,1,,,
109419,Dog,Molly,Golden Retriever,09/10/2017,Seized Release,ACO Impound,09/09/2017,,,1,,,
109401,Dog,,Pit Bull,09/10/2017,Euthanized,ACO Impound,09/09/2017,,,1,,Failure to pass medical evaluation-5,
109182,Puppy,Maddie,Large Mix Breed,09/10/2017,Adopted,Owner Surrender,09/03/2017,,09/05/2017,7,Moving - No pets allowed,,
97481,Dog,Hitchcock - Needs Pulled Asap,Pit Bull,09/10/2017,Adopted,Owner Surrender,05/01/2017,Yes,10/28/2016,132,,,
109423,Puppy,Breezy,Pit Bull,09/10/2017,Reclaimed,Stray,09/10/2017,,,0,,,
,,,,,,,,,,,,,
109185,Dog,Toby,,Medium Mix Breed,09/10/2017,Adopted,Stray,09/03/2017,Yes,09/08/2017,7,,
108949,Dog,,Sparks-Rescue Committed,Large Mix Breed,09/10/2017,Transfer Out,Owner Surrender,08/27/2017,Yes,,14,Homeless,
108327,Puppy,Prudence,,Pit Bull,09/10/2017,Adopted,Returns,09/10/2017,,08/18/2017,0,,
109052,Dog,,Conscience - Rescue Committed,Pit Bull,09/10/2017,Transfer Out,ACO Impound,08/30/2017,Yes,,11,,
109069,Dog,,Bug- Rescue Committed,Pug,09/10/2017,Transfer Out,ACO Impound,08/30/2017,Yes,,11,,
109429,Dog,Rose,,Medium Mix Breed,09/10/2017,Euthanized,Euthanasia Request,09/10/2017,,,0,,Owner request -1
107648,Puppy,Rizzo,,Small Mix Breed,09/10/2017,Adopted,ACO Impound,07/26/2017,,08/16/2017,46,,
107651,Puppy,Sandra D,,Small Mix Breed,09/10/2017,Adopted,ACO Impound,07/26/2017,,08/16/2017,46,,
108597,Dog,Starla,,Pit Bull,09/10/2017,Adopted,Stray,08/19/2017,Yes,08/23/2017,22,,
109406,Dog,Bruno,,Chihuahua,09/10/2017,Reclaimed,Stray,09/09/2017,,,1,,
105872,Dog,Jax,,Beagle,09/10/2017,Adopted,Returns,08/31/2017,Yes,06/16/2017,10,Other Reason,
109057,Dog,,Lorelai - Rescue Committed,Chihuahua,09/10/2017,Transfer Out,ACO Impound,08/30/2017,Behaviour,,11,,
109058,Dog,,Rory - Committed,Chihuahua,09/10/2017,Transfer Out,ACO Impound,08/30/2017,Rescue,,11,,
106876,Dog,Remmington,,German Shepherd,09/10/2017,Seized Release,ACO Impound,09/10/2017,,,0,,
109180,Dog,Diego,,German Shepherd,09/10/2017,Euthanized,ACO Impound,09/03/2017,,,7,,History of biting-6
109250,Dog,Behave Check,,Chow Chow,09/10/2017,Euthanized,ACO Impound,09/05/2017,,,5,,Aggressive towards people-6
96325,Dog,Sassy,,Medium Mix Breed,09/10/2017,Euthanized,Euthanasia Request,09/10/2017,,,0,,Rabies Testing-8
97133,Dog,Winston,,Labrador,09/11/2017,Reclaimed,ACO Impound,09/10/2017,,,1,,
109434,Dog,Pickles,,Pug,09/11/2017,Reclaimed,Stray,09/10/2017,,,1,,
109427,Dog,Tank,,Small Mix Breed,09/11/2017,Reclaimed,Stray,09/10/2017,,,1,,
109066,Dog,Goldie,,Pit Bull,09/11/2017,Adopted,Stray,08/30/2017,Yes,09/06/2017,12,,
94944,Dog,Braylon,,Medium Mix Breed,09/11/2017,Euthanized,Returns,09/03/2017,Yes,08/26/2016,8,Other Reason,Aggressive towards people-6
109405,Dog,Bandit,,Shih Tzu,09/11/2017,Reclaimed,ACO Impound,09/09/2017,,,2,,
108997,Dog,,"Gilda- Must Be Pulled By 9/11,",American Bulldog,09/11/2017,Transfer Out,ACO Impound,08/29/2017,Yes,,13,,
108780,Dog,Shere Khan,,Pit Bull,09/11/2017,Adopted,Stray,08/23/2017,Yes,08/30/2017,19,,
109095,Dog,,Nimfred  - Rescue Committed,Medium Mix Breed,09/11/2017,Transfer Out,ACO Impound,08/31/2017,,,11,,
109432,Dog,Ruckus,,Doberman,09/11/2017,Reclaimed,Stray,09/10/2017,,,1,,
109010,Dog,Bradley,,Pit Bull,09/11/2017,Adopted,ACO Impound,08/29/2017,Yes,09/05/2017,13,,
109351,Dog,Beanie,,Chihuahua,09/11/2017,Reclaimed,ACO Impound,09/07/2017,,,4,,
109352,Dog,Shadow,,Chihuahua,09/11/2017,Reclaimed,ACO Impound,09/07/2017,,,4,,
106366,Puppy,Jeremy,,Small Mix Breed,09/11/2017,Adopted,Stray,09/03/2017,,06/28/2017,8,,
108973,Dog,Eliza,,Large Mix Breed,09/11/2017,Adopted,ACO Impound,08/28/2017,Yes,09/06/2017,14,,
108863,Dog,Winifred,,Pit Bull,09/11/2017,Adopted,ACO Impound,08/25/2017,Yes,09/01/2017,17,,
108921,Dog,Rescue,,Shih Tzu,09/11/2017,Transfer Out,ACO Impound,08/27/2017,,,15,,
109204,Dog,Boris,,Beagle,09/11/2017,Adopted,Stray,09/03/2017,Yes,09/08/2017,8,,
109205,Dog,Natasha,,Beagle,09/11/2017,Adopted,Stray,09/03/2017,Yes,09/08/2017,8,,
108649,Dog,Diana,,Medium Mix Breed,09/11/2017,Adopted,Stray,08/20/2017,Yes,08/25/2017,22,,
97979,Dog,Luna,,Boxer,09/11/2017,Adopted,Returns,08/31/2017,Yes,11/15/2016,11,Behavior towards people,
86128,Dog,Koba,,Pit Bull,09/11/2017,Reclaimed,ACO Impound,09/07/2017,Yes,01/04/2016,4,Health of the caretaker - Other,
109204,Dog,Boris,,Beagle,09/11/2017,Adopted,Returns,09/11/2017,Yes,09/08/2017,0,,
109205,Dog,Natasha,,Beagle,09/11/2017,Adopted,Returns,09/11/2017,Yes,09/08/2017,0,,
109169,Dog,Gloria,,Pit Bull,09/11/2017,Adopted,Stray,09/02/2017,Yes,09/08/2017,9,,
109373,Dog,,Rescue Committed,Labrador,09/11/2017,Transfer Out,Stray,09/08/2017,,,3,,
108423,Dog,Dominique,,Pit Bull,09/11/2017,Adopted,ACO Impound,08/15/2017,Yes,08/21/2017,27,,
109475,Dog,Sugar,,Chihuahua,09/11/2017,Euthanized,Euthanasia Request,09/11/2017,,,0,,Owner request -1
97673,Dog,Mero,,Pit Bull,09/11/2017,Seized Release,ACO Impound,09/11/2017,Yes,11/04/2016,0,,
109477,Dog,Mekko,,Boxer,09/11/2017,Seized Release,ACO Impound,09/11/2017,,,0,,
109225,Dog,Lars,,German Shepherd,09/12/2017,Adopted,Stray,09/04/2017,Yes,09/11/2017,8,,
109244,Dog,Toby,,Corgie,09/12/2017,Adopted,Owner Surrender,09/05/2017,Behaviour,09/11/2017,7,Aggressive towards other animals,
109425,Dog,Ace,,Medium Mix Breed,09/12/2017,Reclaimed,Stray,09/10/2017,,,2,,
109265,Puppy,Dax,,Pit Bull,09/12/2017,Adopted,Stray,09/05/2017,,09/11/2017,7,,
109093,Dog,Ollie,- Rescue Committed,Large Mix Breed,09/12/2017,Transfer Out,ACO Impound,08/31/2017,Rescue,,12,,
109251,Dog,Lady Moo,,Medium Mix Breed,09/12/2017,Adopted,Stray,09/05/2017,Yes,,7,,
109488,Dog,Manso,,German Shepherd,09/12/2017,Seized Release,ACO Impound,09/12/2017,,,0,,
109019,Dog,,Sandy - Rescue Committed,American Bulldog,09/12/2017,Transfer Out,Owner Surrender,08/29/2017,Yes,,14,No time for animal,
109145,Dog,Steve,,Small Mix Breed,09/12/2017,Adopted,ACO Impound,09/01/2017,Yes,09/11/2017,11,,
109307,Dog,Betty,,Small Mix Breed,09/12/2017,Transfer Out,ACO Impound,09/06/2017,Yes,,6,,
109314,Dog,,,Small Terrier Mix,09/12/2017,Transfer Out,ACO Impound,09/06/2017,Yes,,6,,
109327,Dog,,,Pit Bull,09/12/2017,Transfer Out,ACO Impound,09/07/2017,Yes,,5,,
108515,Dog,,Roscoe- Rescue Committed,Large Mix Breed,09/12/2017,Adopted,Stray,08/17/2017,Yes,08/23/2017,26,,
109478,Dog,Yobi,,Labrador Retriever,09/12/2017,Reclaimed,ACO Impound,09/12/2017,,,0,,
109457,Dog,Ruby,,Pit Bull,09/12/2017,Reclaimed,ACO Impound,09/11/2017,,,1,,
107796,Dog,Grant,,Large Mix Breed,09/12/2017,Adopted,Returns,09/02/2017,Yes,,10,,
109018,Dog,Butterscotch,,Sharpei,09/12/2017,Adopted,Owner Surrender,08/29/2017,Yes,09/11/2017,14,Homeless,
109271,Dog,Vernon,,Medium Mix Breed,09/12/2017,Adopted,ACO Impound,09/05/2017,Yes,09/11/2017,7,,
109504,Dog,Lt Dan,,Large Mix Breed,09/12/2017,Seized Release,ACO Impound,09/12/2017,,,0,,
109505,Dog,Bucky,,Labrador,09/12/2017,Seized Release,ACO Impound,09/12/2017,,,0,,
108764,Dog,King Louie,,American Pit Bull,09/12/2017,Adopted,ACO Impound,08/23/2017,Yes,08/30/2017,20,,
109447,Dog,,,Golden Retriever,09/12/2017,Euthanized,ACO Impound,09/11/2017,,,1,,Failure to pass medical evaluation-5
109496,Dog,,,Pit Bull,09/12/2017,Seized Release,ACO Impound,09/12/2017,,,0,,
109497,Dog,Moose,,Poodle Miniature,09/12/2017,Euthanized,Euthanasia Request,09/12/2017,,,0,,Owner request -1
106935,Dog,Gene/cujo,,American Pit Bull,09/12/2017,Euthanized,Returns,09/11/2017,Yes,07/14/2017,1,,Aggressive towards people-6
107463,Dog,,Sloopy- Must Be Pulled By 9/12,Large Mix Breed,09/12/2017,Euthanized,Stray,07/21/2017,Yes,07/26/2017,53,,Aggressive towards people-6
,,,,,,,,,,,,,
111206,Dog,Bear,Spitz,09/12/2017,Seized Release,ACO Impound,09/12/2017,Yes,,0,,,
108911,Puppy,Storm,Medium Mix Breed,09/12/2017,Seized Release,ACO Impound,09/12/2017,,,0,,,
109322,Dog,Goldie,Golden Retriever,09/13/2017,Transfer Out,Owner Surrender,09/06/2017,,,7,Loss of income,,
109285,Puppy,Ace,Pit Bull,09/13/2017,Adopted,ACO Impound,09/06/2017,,09/11/2017,7,,,
109521,Puppy,,Pit Bull,09/13/2017,Euthanized,Stray,09/13/2017,,,0,,Untreatable Terminal Illness-5,
108795,Dog,Mondo,Irish Wolfhound,09/13/2017,Adopted,Returns,09/11/2017,Yes,,2,Separation Anxiety,,
109283,Dog,Benjie,Small Mix Breed,09/13/2017,Adopted,ACO Impound,09/05/2017,Yes,,8,,,
109264,Dog,Oliver,Mini Pinscher,09/13/2017,Adopted,ACO Impound,09/05/2017,Yes,09/11/2017,8,,,
109522,Dog,Sheppie,Siberian Husky,09/13/2017,Euthanized,Euthanasia Request,09/13/2017,,,0,,Owner request -1,
109310,Dog,Yazmine,Small Mix Breed,09/13/2017,Adopted,Stray,09/06/2017,Yes,09/11/2017,7,,,
102912,Dog,Sid,Pit Bull,09/13/2017,Transfer Out,ACO Impound,08/18/2017,Yes,03/24/2017,26,,,
109430,Puppy,Nila,Shepherd,09/13/2017,Reclaimed,Stray,09/10/2017,,,3,,,
71717,Dog,Fix Precious,Pit Bull,09/13/2017,Reclaimed,ACO Impound,09/12/2017,,01/12/2015,1,,,
109448,Dog,Tucker/ Fix,Small Terrier Mix,09/13/2017,Reclaimed,ACO Impound,09/11/2017,,09/13/2017,2,,,
108554,Dog,Delilah,American Pit Bull,09/13/2017,Adopted,Stray,08/18/2017,Yes,08/23/2017,26,,,
109356,Dog,Kane,Rottweiler,09/13/2017,Reclaimed,ACO Impound,09/13/2017,,,0,,,
109357,Dog,Rosie,Rottweiler,09/13/2017,Reclaimed,ACO Impound,09/13/2017,,,0,,,
109538,Dog,,Rottweiler,09/13/2017,Euthanized,ACO Impound,09/13/2017,,,0,,Untreatable Terminal Illness-5,
109083,Dog,Hamlet,Pit Bull,09/13/2017,Adopted,ACO Impound,08/31/2017,Yes,09/06/2017,13,,,
109516,Puppy,,Large Mix Breed,09/13/2017,Seized Release,ACO Impound,09/13/2017,,,0,,,
109517,Puppy,,Large Mix Breed,09/13/2017,Seized Release,ACO Impound,09/13/2017,,,0,,,
109544,Dog,Zeus,Large Mix Breed,09/13/2017,Euthanized,Euthanasia Request,09/13/2017,,,0,Health of the animal - Debilitating Illness Owner request -1,,
109546,Dog,Malachi,Saint Bernard,09/14/2017,Seized Release,ACO Impound,09/14/2017,,,0,,,
109366,Dog,Gus,Siberian Husky,09/14/2017,Adopted,ACO Impound,09/08/2017,Yes,09/13/2017,6,,,
109299,Puppy,Daisy,Great Dane,09/14/2017,Transfer Out,Stray,09/06/2017,Yes,09/13/2017,8,,,
109542,Puppy,Miss Backwood,Pit Bull,09/14/2017,Reclaimed,ACO Impound,09/13/2017,,,1,,,
109545,Dog,Ivy Rose,Greyhound,09/14/2017,Reclaimed,ACO Impound,09/14/2017,,,0,,,
108879,Puppy,Elvis,Medium Mix Breed,09/14/2017,Adopted,Stray,08/26/2017,,09/13/2017,19,,,
109442,Dog,Lola,Shih Tzu,09/14/2017,Reclaimed,ACO Impound,09/10/2017,,,4,,,
109272,Dog,Bella,Mini Pinscher,09/14/2017,Adopted,Stray,09/05/2017,Yes,09/13/2017,9,,,
109336,Dog,Gideon,Small Mix Breed,09/14/2017,Adopted,ACO Impound,09/07/2017,Yes,09/13/2017,7,,,
109326,Dog,Teagan,Medium Mix Breed,09/14/2017,Adopted,ACO Impound,09/07/2017,Yes,09/13/2017,7,,,
109324,Dog,Leo- Rescue Committed,American Bulldog,09/14/2017,Transfer Out,ACO Impound,09/07/2017,Yes,,7,,,
109560,Dog,Pepper,Chihuahua,09/14/2017,Euthanized,Euthanasia Request,09/14/2017,,,0,,Owner request -1,
109330,Puppy,Ralphie,Medium Mix Breed,09/14/2017,Adopted,ACO Impound,09/07/2017,Yes,09/13/2017,7,,,
109456,Puppy,Abigail,Pit Bull,09/14/2017,Transfer Out,Stray,09/11/2017,,,3,,,
109529,Dog,Morah,German Shepherd,09/14/2017,Euthanized,Euthanasia Request,09/14/2017,,,0,,Aggressive towards animals-6,
109568,Dog,Roxie,Chihuahua,09/14/2017,Euthanized,Euthanasia Request,09/14/2017,,,0,,Owner request -1,
108886,Dog,Kashus/behavior Check,Large Mix Breed,09/14/2017,Euthanized,ACO Impound,08/26/2017,,,19,,Aggressive towards people-6,
109320,Dog,Baby - Behave Check,Sharpei,09/14/2017,Euthanized,ACO Impound,09/06/2017,,,8,,Aggressive towards people-6,
109470,Dog,Behave Check,Large Mix Breed,09/14/2017,Euthanized,Stray,09/11/2017,,,3,,Rabies Testing-8,
109151,Dog,Luke,German Wirehaired Pointer,09/14/2017,Euthanized,Returns,09/14/2017,Yes,09/08/2017,0,Biter,Rabies Testing-8,
109567,Dog,Chaos,Pit Bull,09/14/2017,Euthanized,Euthanasia Request,09/14/2017,,,0,,Owner request -1,
109582,Dog,Zoe,"Schnauzer, Miniature",09/15/2017,Euthanized,Euthanasia Request,09/15/2017,,,0,,Owner request -1,
109581,Dog,Lady,Pomeranian,09/15/2017,Euthanized,Euthanasia Request,09/15/2017,,,0,Health of the animal - Debilitating Illness Owner request -1,,
109450,Dog,Achilles,Long Hair Chihuahua,09/15/2017,Reclaimed,ACO Impound,09/11/2017,,,4,,,
109213,Dog,Chance,Chihuahua,09/15/2017,Adopted,Stray,09/03/2017,Yes,,12,,,
109212,Puppy,Noodle-Doo,Chihuahua,09/15/2017,Adopted,Stray,09/03/2017,Yes,09/11/2017,12,,,
109287,Puppy,Tolula,Pit Bull,09/15/2017,Adopted,ACO Impound,09/06/2017,Yes,09/11/2017,9,,,
109502,Dog,Caroline,Medium Mix Breed,09/15/2017,Transfer Out,ACO Impound,09/12/2017,,,3,,,
109289,Dog,Frida- Rescue Committed,Medium Mix Breed,09/15/2017,Transfer Out,ACO Impound,09/06/2017,Yes,,9,,,
90272,Dog,Toby,Golden Retriever,09/15/2017,Reclaimed,ACO Impound,09/14/2017,,,1,,,
108621,Puppy,Chance,Labrador,09/15/2017,Adopted,ACO Impound,08/20/2017,Yes,09/01/2017,26,,Aggressive towards people-6,
108785,Dog,Corbin,Medium Mix Breed,09/15/2017,Adopted,ACO Impound,08/23/2017,Yes,08/30/2017,23,,,
100356,Dog,Donny,Medium Mix Breed,09/15/2017,Adopted,Returns,09/12/2017,Yes,01/20/2017,3,No time for animal,,
109257,Dog,Fred,Pit Bull,09/15/2017,Adopted,ACO Impound,09/05/2017,Yes,09/11/2017,10,,,
109553,Dog,Isis,Siberian Husky,09/15/2017,Reclaimed,Stray,09/14/2017,,09/15/2017,1,,Owner request -1,
109089,Dog,Grandpa Oden,Pomeranian,09/15/2017,Adopted,Owner Surrender,08/31/2017,Yes,,15,Health of the animal - Other,,
109249,Dog,Kelly,Staffordshire Bull Terrier,09/15/2017,Adopted,Stray,09/05/2017,Behaviour,09/11/2017,10,,,
109325,Puppy,Kristin,Medium Mix Breed,09/15/2017,Adopted,ACO Impound,09/07/2017,Yes,09/13/2017,8,,,
95898,Dog,Cameron,Beagle,09/15/2017,Seized Release,ACO Impound,09/15/2017,Yes,09/26/2016,0,,,
109461,Dog,Rylee - Rescue Committed,Jack Russell Terrier,09/15/2017,Transfer Out,Stray,09/11/2017,,,4,,,
107860,Dog,Maggie,Pit Bull,09/15/2017,Adopted,Returns,08/27/2017,Yes,08/09/2017,19,,,
109363,Puppy,Maryanne,Large Mix Breed,09/15/2017,Adopted,ACO Impound,09/08/2017,,09/13/2017,7,,,
109577,Dog,,Pit Bull,09/15/2017,Euthanized,ACO Impound,09/15/2017,,,0,,Failure to pass medical evaluation-5,
109565,Dog,,Chihuahua,09/15/2017,Euthanized,ACO Impound,09/14/2017,,,1,,Untreatable Terminal Injury-5,
109493,Dog,,Medium Mix Breed,09/15/2017,Euthanized,ACO Impound,09/12/2017,,,3,,Failure to pass medical evaluation-5,
109595,Dog,,Small Terrier Mix,09/15/2017,Unassisted Death,ACO Impound,09/15/2017,,,0,,,
109439,Dog,Irene,Medium Mix Breed,09/16/2017,Adopted,Stray,09/10/2017,Yes,09/15/2017,6,,,
108748,Dog,Raksha,Pit Bull,09/16/2017,Adopted,ACO Impound,08/23/2017,Yes,08/30/2017,24,,,
109420,Puppy,Earl,Medium Mix Breed,09/16/2017,Adopted,ACO Impound,09/10/2017,,09/15/2017,6,,,
109286,Puppy,Gina,Pit Bull,09/16/2017,Adopted,ACO Impound,09/06/2017,Yes,09/11/2017,10,,,
109411,Dog,Sylvia,Labrador Retriever,09/16/2017,Adopted,Stray,09/09/2017,Yes,09/15/2017,7,,,
,,,,,,,,,,,,,
109409,Dog,Layna,Chihuahua,09/16/2017,Adopted,ACO Impound,09/09/2017,Yes,09/15/2017,7,,,
109142,Dog,Titan,Pit Bull,09/16/2017,Adopted,Owner Surrender,09/01/2017,Yes,09/11/2017,15,"FINANCIAL -- Cannot afford (food,",,
98346,Dog,Chyna,Pit Bull,09/16/2017,Adopted,Returns,08/22/2017,Yes,11/22/2016,25,Separation Anxiety,,
109570,Dog,1 Of 7,Pit Bull,09/16/2017,Transfer Out,ACO Impound,09/15/2017,,,1,,,
109571,Dog,2 Of 7,Pit Bull,09/16/2017,Transfer Out,ACO Impound,09/15/2017,,,1,,,
109572,Dog,3 Of 7,Pit Bull,09/16/2017,Transfer Out,ACO Impound,09/15/2017,,,1,,,
109573,Dog,4 Of 7,Pit Bull,09/16/2017,Transfer Out,ACO Impound,09/15/2017,,,1,,,
109574,Dog,5 Of 7,Pit Bull,09/16/2017,Transfer Out,ACO Impound,09/15/2017,,,1,,,
109575,Dog,6 Of 7,Pit Bull,09/16/2017,Transfer Out,ACO Impound,09/15/2017,,,1,,,
109576,Dog,7 Of 7,Pit Bull,09/16/2017,Transfer Out,ACO Impound,09/15/2017,,,1,,,
109368,Puppy,Corey,Large Mix Breed,09/16/2017,Adopted,Stray,09/08/2017,Yes,09/15/2017,8,,,
109033,Dog,Dougie- Rescue Committed,Medium Mix Breed,09/16/2017,Transfer Out,ACO Impound,08/30/2017,Yes,09/06/2017,17,,,
109194,Dog,Carrie,Pit Bull,09/16/2017,Adopted,ACO Impound,09/03/2017,Yes,09/11/2017,13,,,
109413,Dog,Trey,Jack Russell Terrier,09/16/2017,Adopted,ACO Impound,09/09/2017,Yes,09/15/2017,7,,,
109603,Dog,Taylor,English Bulldog,09/16/2017,Reclaimed,Euthanasia Request,09/16/2017,,,0,,Owner request -1,
